Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USDT
1605769200.0,2020-11-19 07-AM,BTCUSDT,17750.31,17765.99,17590.7,17649.94,3465.71,61262022.15
1605765600.0,2020-11-19 06-AM,BTCUSDT,17894.88,17907,17705,17750.31,2796.49,49766481.97
1605762000.0,2020-11-19 05-AM,BTCUSDT,17844.73,17909.05,17712.36,17894.88,2575.08,45840168.64
1605758400.0,2020-11-19 04-AM,BTCUSDT,17915.46,17921.97,17741.33,17844.73,2524.82,44988438.14
1605754800.0,2020-11-19 03-AM,BTCUSDT,17928.65,17999.84,17842.11,17915.46,2904.16,52047272.83
1605751200.0,2020-11-19 02-AM,BTCUSDT,17855.5,18058.58,17854.26,17928.65,4961.05,89132032.36
1605747600.0,2020-11-19 01-AM,BTCUSDT,17763.05,17862.8,17679.36,17855.5,2319.71,41211218.35
1605744000.0,2020-11-19 12-AM,BTCUSDT,17776.12,17817.87,17573.31,17763.05,3840.3,67974100.38
1605740400.0,2020-11-18 11-PM,BTCUSDT,17806.03,17853.13,17673.09,17776.12,2972.01,52798627.08
1605736800.0,2020-11-18 10-PM,BTCUSDT,17762.64,17855,17700,17806.03,2192.24,38982845.19
1605733200.0,2020-11-18 09-PM,BTCUSDT,17642.93,17781.39,17586.62,17762.64,2939.84,52012373.84
1605729600.0,2020-11-18 08-PM,BTCUSDT,17659.9,17741,17490,17642.93,4705.04,82782541.39
1605726000.0,2020-11-18 07-PM,BTCUSDT,17775.92,17838.94,17553.8,17659.9,4560.57,80646857.82
1605722400.0,2020-11-18 06-PM,BTCUSDT,17890.45,17963.33,17739.99,17775.92,3726.76,66644984.79
1605718800.0,2020-11-18 05-PM,BTCUSDT,17793.71,17923.41,17700,17890.45,4384.11,78102731.22
1605715200.0,2020-11-18 04-PM,BTCUSDT,17873.88,18000,17640,17793.71,7421.04,132475310.95
1605711600.0,2020-11-18 03-PM,BTCUSDT,17683.11,17915.14,17271.02,17873.88,14884.39,261969260.7
1605708000.0,2020-11-18 02-PM,BTCUSDT,17882.89,17959.15,17666,17683.11,5847.09,104248372.63
1605704400.0,2020-11-18 01-PM,BTCUSDT,18024.03,18105.78,17792.04,17882.89,6256.21,112354764.14
1605700800.0,2020-11-18 12-PM,BTCUSDT,18249.99,18250,17931,18024.03,4849.34,87932215.81
1605697200.0,2020-11-18 11-AM,BTCUSDT,18250,18253,18005.44,18249.99,4532.26,82201196.1
1605693600.0,2020-11-18 10-AM,BTCUSDT,18110,18257.14,17971.42,18250,4871.6,88337123.59
1605690000.0,2020-11-18 09-AM,BTCUSDT,18211.02,18229.07,17853.01,18110,8154.85,147049929.59
1605686400.0,2020-11-18 08-AM,BTCUSDT,18063.7,18260,18021.66,18211.02,7436.98,135152653.22
1605682800.0,2020-11-18 07-AM,BTCUSDT,17780.19,18093.7,17651,18063.7,5974.53,106672732.85
1605679200.0,2020-11-18 06-AM,BTCUSDT,17623.39,17860,17500,17780.19,6942.92,123125559.91
1605675600.0,2020-11-18 05-AM,BTCUSDT,18369.33,18369.33,17214.45,17623.39,16731.01,297915904.04
1605672000.0,2020-11-18 04-AM,BTCUSDT,18030.71,18476.93,17950,18369.33,12402.42,225920090.56
1605668400.0,2020-11-18 03-AM,BTCUSDT,17680.64,18067.21,17623.33,18030.71,6293.09,112377196.24
1605664800.0,2020-11-18 02-AM,BTCUSDT,17739.42,17748.53,17640,17680.64,2887.14,51073522.3
1605661200.0,2020-11-18 01-AM,BTCUSDT,17693.64,17739.43,17610,17739.42,2920.62,51612878.26
1605657600.0,2020-11-18 12-AM,BTCUSDT,17659.38,17820,17601,17693.64,5133.74,90948263.3
1605654000.0,2020-11-17 11-PM,BTCUSDT,17596.78,17710,17596.78,17659.38,3041.71,53731544.88
1605650400.0,2020-11-17 10-PM,BTCUSDT,17624.15,17626.55,17456.52,17596.78,2493.57,43725942.48
1605646800.0,2020-11-17 09-PM,BTCUSDT,17677.64,17704.94,17500,17624.15,3382.91,59503733.51
1605643200.0,2020-11-17 08-PM,BTCUSDT,17685.22,17723.28,17617.42,17677.64,3012.8,53255600.9
1605639600.0,2020-11-17 07-PM,BTCUSDT,17638.37,17747.93,17450,17685.22,6729.11,118595023.92
1605636000.0,2020-11-17 06-PM,BTCUSDT,17808.66,17825,17583.26,17638.37,7914.6,140314844.18
1605632400.0,2020-11-17 05-PM,BTCUSDT,17639.35,17858.82,17306,17808.66,12954.58,228365622.86
1605628800.0,2020-11-17 04-PM,BTCUSDT,17322.19,17728.33,17231.53,17639.35,11543.32,201398628.3
1605625200.0,2020-11-17 03-PM,BTCUSDT,17153.93,17373,17116,17322.19,8210.16,141522111.23
1605621600.0,2020-11-17 02-PM,BTCUSDT,16947.38,17185.52,16930.48,17153.93,5900.06,100826160.87
1605618000.0,2020-11-17 01-PM,BTCUSDT,17083.01,17095.98,16920,16947.38,5323.19,90486036.6
1605614400.0,2020-11-17 12-PM,BTCUSDT,16995.06,17093.98,16935.09,17083.01,8132.87,138411600.64
1605610800.0,2020-11-17 11-AM,BTCUSDT,16763.47,17000,16737.17,16995.06,8654.06,146390837.72
1605607200.0,2020-11-17 10-AM,BTCUSDT,16659.11,16772.3,16648.76,16763.47,2897.24,48424200.77
1605603600.0,2020-11-17 09-AM,BTCUSDT,16704.83,16755,16633.37,16659.11,2934.39,48967514.55
1605600000.0,2020-11-17 08-AM,BTCUSDT,16750,16785.99,16683.75,16704.83,2870.54,48014611.69
1605596400.0,2020-11-17 07-AM,BTCUSDT,16631.72,16774.99,16623.68,16750,3179.2,53176309.06
1605592800.0,2020-11-17 06-AM,BTCUSDT,16619.81,16675.56,16578.45,16631.72,1963.03,32658523.74
1605589200.0,2020-11-17 05-AM,BTCUSDT,16668.95,16700,16600.99,16619.81,2001.12,33299000.48
1605585600.0,2020-11-17 04-AM,BTCUSDT,16573.58,16676.47,16538,16668.95,2292.83,38115809.38
1605582000.0,2020-11-17 03-AM,BTCUSDT,16678.02,16705.85,16570,16573.58,2247.52,37374799.8
1605578400.0,2020-11-17 02-AM,BTCUSDT,16690.21,16737.88,16625.24,16678.02,2217.55,36993785.36
1605574800.0,2020-11-17 01-AM,BTCUSDT,16806.09,16806.93,16666.4,16690.21,2463.67,41222692.22
1605571200.0,2020-11-17 12-AM,BTCUSDT,16713.57,16830,16683.63,16806.09,2861.37,47977136.29
1605567600.0,2020-11-16 11-PM,BTCUSDT,16713.86,16790,16690,16713.57,2214.06,37060911.37
1605564000.0,2020-11-16 10-PM,BTCUSDT,16695.41,16768.79,16650,16713.86,2196.65,36713928.01
1605560400.0,2020-11-16 09-PM,BTCUSDT,16825.56,16880,16578,16695.41,4977.39,83402862.09
1605556800.0,2020-11-16 08-PM,BTCUSDT,16779.01,16843,16755,16825.56,2966.87,49834427.68
1605553200.0,2020-11-16 07-PM,BTCUSDT,16690.85,16847.8,16660,16779.01,4958.65,83210409.51
1605549600.0,2020-11-16 06-PM,BTCUSDT,16691.91,16750,16627.16,16690.85,3468.3,57923538.87
1605546000.0,2020-11-16 05-PM,BTCUSDT,16566.52,16765,16566.52,16691.91,5468.19,91260830.0
1605542400.0,2020-11-16 04-PM,BTCUSDT,16450,16650,16434.89,16566.52,9565.77,158384784.44
1605538800.0,2020-11-16 03-PM,BTCUSDT,16401.52,16469,16320,16450,3494.73,57356814.55
1605535200.0,2020-11-16 02-PM,BTCUSDT,16322.83,16445,16322.83,16401.52,4394.16,72062798.23
1605531600.0,2020-11-16 01-PM,BTCUSDT,16306,16374.97,16291.68,16322.83,2821.05,46046369.49
1605528000.0,2020-11-16 12-PM,BTCUSDT,16235.68,16318.94,16235.2,16306,2434.17,39634081.73
1605524400.0,2020-11-16 11-AM,BTCUSDT,16384.59,16390,16235,16235.68,3811.22,62229689.08
1605520800.0,2020-11-16 10-AM,BTCUSDT,16235,16387,16217.84,16384.59,4487.74,73168528.09
1605517200.0,2020-11-16 09-AM,BTCUSDT,16216.23,16242,16164.55,16235,2595.24,42042427.15
1605513600.0,2020-11-16 08-AM,BTCUSDT,16235.71,16271.85,16203.37,16216.23,2357.81,38286483.78
1605510000.0,2020-11-16 07-AM,BTCUSDT,16237.99,16291.99,16199.72,16235.71,3420.02,55567895.66
1605506400.0,2020-11-16 06-AM,BTCUSDT,16108.76,16249.94,16106.57,16237.99,3693.49,59837105.63
1605502800.0,2020-11-16 05-AM,BTCUSDT,16034.47,16141.78,16034.46,16108.76,3325.1,53527441.45
1605499200.0,2020-11-16 04-AM,BTCUSDT,16006.5,16050,15980.88,16034.47,1452.63,23260056.29
1605495600.0,2020-11-16 03-AM,BTCUSDT,15935.15,16048.55,15932.14,16006.5,1767.75,28273022.18
1605492000.0,2020-11-16 02-AM,BTCUSDT,15948,16008.82,15922.57,15935.15,1582.78,25268651.09
1605488400.0,2020-11-16 01-AM,BTCUSDT,15972.88,16039.65,15939.03,15948,1934.96,30927402.59
1605484800.0,2020-11-16 12-AM,BTCUSDT,15957,15977.55,15864,15972.88,1911.94,30447554.93
1605481200.0,2020-11-15 11-PM,BTCUSDT,15925.18,16010,15923,15957,1675.96,26776718.68
1605477600.0,2020-11-15 10-PM,BTCUSDT,15848.67,15970.74,15774.72,15925.18,1942.26,30798829.36
1605474000.0,2020-11-15 09-PM,BTCUSDT,15845.1,15907.8,15821.44,15848.67,1417.82,22497631.13
1605470400.0,2020-11-15 08-PM,BTCUSDT,15855.29,15888,15808.18,15845.1,1878.57,29768138.39
1605466800.0,2020-11-15 07-PM,BTCUSDT,15904.74,15937.38,15850.01,15855.29,1263.97,20081341.48
1605463200.0,2020-11-15 06-PM,BTCUSDT,15888.09,15942.82,15850,15904.74,2617.66,41613109.36
1605459600.0,2020-11-15 05-PM,BTCUSDT,16001.95,16007.46,15871,15888.09,2993.1,47682270.29
1605456000.0,2020-11-15 04-PM,BTCUSDT,16027.19,16064.59,15960,16001.95,1958.38,31328214.22
1605452400.0,2020-11-15 03-PM,BTCUSDT,16048.99,16073.75,15992,16027.19,1443.57,23145908.99
1605448800.0,2020-11-15 02-PM,BTCUSDT,16052.57,16110.02,16022.73,16048.99,1823.04,29286532.92
1605445200.0,2020-11-15 01-PM,BTCUSDT,15985.2,16083.38,15960.2,16052.57,1713.32,27470230.57
1605441600.0,2020-11-15 12-PM,BTCUSDT,15953.72,16068.92,15923,15985.2,2160.32,34569764.84
1605438000.0,2020-11-15 11-AM,BTCUSDT,15992.07,16095,15939.24,15953.72,2302.64,36869601.08
1605434400.0,2020-11-15 10-AM,BTCUSDT,16064.74,16096,15960.84,15992.07,2202.3,35251133.87
1605430800.0,2020-11-15 09-AM,BTCUSDT,16118,16125.97,16010.82,16064.74,1411.14,22689838.7
1605427200.0,2020-11-15 08-AM,BTCUSDT,16030.9,16180,16030.8,16118,2854.09,45961492.31
1605423600.0,2020-11-15 07-AM,BTCUSDT,16053.48,16099,16003.32,16030.9,1178.85,18914843.36
1605420000.0,2020-11-15 06-AM,BTCUSDT,16019.97,16080.37,15990.72,16053.48,1434.18,22995269.53
1605416400.0,2020-11-15 05-AM,BTCUSDT,15936.89,16019.98,15936.89,16019.97,1086.62,17367488.06
1605412800.0,2020-11-15 04-AM,BTCUSDT,15929.47,15956.51,15883.01,15936.89,1493.6,23789634.13
1605409200.0,2020-11-15 03-AM,BTCUSDT,15984.14,15992.73,15868.31,15929.47,1812.57,28842284.81
1605405600.0,2020-11-15 02-AM,BTCUSDT,15981.98,16029.84,15927.03,15984.14,1300.51,20785147.08
1605402000.0,2020-11-15 01-AM,BTCUSDT,16040.58,16079.75,15920.05,15981.98,2344.86,37479194.63
1605398400.0,2020-11-15 12-AM,BTCUSDT,16070.45,16105.66,16035.2,16040.58,1287.51,20687111.98
1605394800.0,2020-11-14 11-PM,BTCUSDT,16033.85,16140.99,16030.2,16070.45,2369.57,38121090.09
1605391200.0,2020-11-14 10-PM,BTCUSDT,15990.48,16039,15956.2,16033.85,866.33,13865860.09
1605387600.0,2020-11-14 09-PM,BTCUSDT,15990.95,16035.51,15972.45,15990.48,1461.93,23397031.96
1605384000.0,2020-11-14 08-PM,BTCUSDT,15881.33,16000,15853.85,15990.95,1509.61,24053553.48
1605380400.0,2020-11-14 07-PM,BTCUSDT,15898.27,15918.75,15845.67,15881.33,1567.36,24896069.82
1605376800.0,2020-11-14 06-PM,BTCUSDT,15905.32,15956.87,15871,15898.27,1737.57,27651829.05
1605373200.0,2020-11-14 05-PM,BTCUSDT,15857.47,15978,15670,15905.32,5500.69,87024147.77
1605369600.0,2020-11-14 04-PM,BTCUSDT,15951.92,16026.29,15820.69,15857.47,3535.13,56330776.35
1605366000.0,2020-11-14 03-PM,BTCUSDT,16015.59,16034.5,15924.02,15951.92,2198.48,35128200.95
1605362400.0,2020-11-14 02-PM,BTCUSDT,15929.38,16055,15925.07,16015.59,3327.22,53250858.04
1605358800.0,2020-11-14 01-PM,BTCUSDT,15905.75,15944.94,15854.09,15929.38,1574.22,25043191.33
1605355200.0,2020-11-14 12-PM,BTCUSDT,15925.44,15930.96,15832.13,15905.75,1896.72,30113027.39
1605351600.0,2020-11-14 11-AM,BTCUSDT,15849.99,15939.99,15815.27,15925.44,2172.16,34527421.95
1605348000.0,2020-11-14 10-AM,BTCUSDT,15794.85,15939.97,15750,15849.99,3684.48,58392572.29
1605344400.0,2020-11-14 09-AM,BTCUSDT,15959,15960.24,15754.84,15794.85,4419.05,70062701.12
1605340800.0,2020-11-14 08-AM,BTCUSDT,16089,16132.37,15830.11,15959,6036.5,96245415.84
1605337200.0,2020-11-14 07-AM,BTCUSDT,16170.2,16184,16023,16089,2544.14,40913795.96
1605333600.0,2020-11-14 06-AM,BTCUSDT,16165.7,16204.77,16136.02,16170.2,1515.64,24514685.87
1605330000.0,2020-11-14 05-AM,BTCUSDT,16130.37,16174.31,16061.11,16165.7,2353.1,37892199.31
1605326400.0,2020-11-14 04-AM,BTCUSDT,16178.62,16191.5,16100,16130.37,1747.0,28180732.44
1605322800.0,2020-11-14 03-AM,BTCUSDT,16161.07,16197.75,16141,16178.62,1223.12,19778863.18
1605319200.0,2020-11-14 02-AM,BTCUSDT,16193.66,16230,16145.63,16161.07,1487.7,24078690.02
1605315600.0,2020-11-14 01-AM,BTCUSDT,16283.95,16283.96,16180,16193.66,1574.27,25525296.41
1605312000.0,2020-11-14 12-AM,BTCUSDT,16320.7,16326.99,16213.21,16283.95,2814.32,45777857.89
1605308400.0,2020-11-13 11-PM,BTCUSDT,16309.71,16352.58,16271.83,16320.7,1676.65,27353982.85
1605304800.0,2020-11-13 10-PM,BTCUSDT,16272.78,16355,16272.78,16309.71,1883.09,30741038.61
1605301200.0,2020-11-13 09-PM,BTCUSDT,16201.94,16290,16198.13,16272.78,1626.5,26453129.38
1605297600.0,2020-11-13 08-PM,BTCUSDT,16282,16283,16178,16201.94,1775.81,28818445.88
1605294000.0,2020-11-13 07-PM,BTCUSDT,16246.7,16297.04,16222.44,16282,2069.48,33678346.61
1605290400.0,2020-11-13 06-PM,BTCUSDT,16248.35,16273.49,16205.11,16246.7,1925.85,31278521.28
1605286800.0,2020-11-13 05-PM,BTCUSDT,16173.09,16256.49,16106.47,16248.35,2863.69,46365894.05
1605283200.0,2020-11-13 04-PM,BTCUSDT,16100.17,16217.87,15952.35,16173.09,7317.42,117641599.36
1605279600.0,2020-11-13 03-PM,BTCUSDT,16210.33,16219.62,16066.09,16100.17,4002.22,64510270.94
1605276000.0,2020-11-13 02-PM,BTCUSDT,16230.57,16280,16124,16210.33,3417.29,55373035.45
1605272400.0,2020-11-13 01-PM,BTCUSDT,16246.23,16300,16192.92,16230.57,2673.16,43446925.43
1605268800.0,2020-11-13 12-PM,BTCUSDT,16225,16310,16201.67,16246.23,3082.59,50111827.62
1605265200.0,2020-11-13 11-AM,BTCUSDT,16201.14,16240.82,16070.17,16225,4916.89,79450641.93
1605261600.0,2020-11-13 10-AM,BTCUSDT,16324.61,16344.86,16165,16201.14,3377.32,54883661.45
1605258000.0,2020-11-13 09-AM,BTCUSDT,16263.72,16357.86,16222.48,16324.61,3578.78,58311024.46
1605254400.0,2020-11-13 08-AM,BTCUSDT,16253.3,16283.22,16122.33,16263.72,3458.25,56065128.8
1605250800.0,2020-11-13 07-AM,BTCUSDT,16314.54,16314.54,16172.41,16253.3,2638.15,42853803.12
1605247200.0,2020-11-13 06-AM,BTCUSDT,16233.88,16337.55,16215.19,16314.54,2422.5,39471606.45
1605243600.0,2020-11-13 05-AM,BTCUSDT,16399.11,16400,16186.32,16233.88,4757.46,77445658.72
1605240000.0,2020-11-13 04-AM,BTCUSDT,16432.99,16480,16364.01,16399.11,2095.25,34376848.38
1605236400.0,2020-11-13 03-AM,BTCUSDT,16392.41,16459.88,16359.99,16432.99,2295.5,37674780.95
1605232800.0,2020-11-13 02-AM,BTCUSDT,16430.31,16473.39,16355.29,16392.41,3167.25,51952409.24
1605229200.0,2020-11-13 01-AM,BTCUSDT,16391.21,16472.31,16359,16430.31,3700.43,60780488.83
1605225600.0,2020-11-13 12-AM,BTCUSDT,16291.86,16446,16263.06,16391.21,4970.34,81319541.33
1605222000.0,2020-11-12 11-PM,BTCUSDT,16225.68,16339.69,16174.82,16291.86,3151.38,51258141.33
1605218400.0,2020-11-12 10-PM,BTCUSDT,16140.17,16340.7,16117.21,16225.68,6075.38,98708456.69
1605214800.0,2020-11-12 09-PM,BTCUSDT,16145.35,16199,16100,16140.17,3147.4,50836935.26
1605211200.0,2020-11-12 08-PM,BTCUSDT,16063.81,16156.33,16030.65,16145.35,2313.86,37256118.45
1605207600.0,2020-11-12 07-PM,BTCUSDT,16097.49,16108.79,15988.09,16063.81,2399.84,38503516.06
1605204000.0,2020-11-12 06-PM,BTCUSDT,15943.01,16115.76,15882,16097.49,3773.36,60374963.12
1605200400.0,2020-11-12 05-PM,BTCUSDT,16124.67,16199,15930.75,15943.01,6346.68,102062459.45
1605196800.0,2020-11-12 04-PM,BTCUSDT,16125.01,16155,16010,16124.67,5033.62,80983102.0
1605193200.0,2020-11-12 03-PM,BTCUSDT,15984.53,16144.5,15945.75,16125.01,5689.13,91351797.47
1605189600.0,2020-11-12 02-PM,BTCUSDT,15996.02,16096.96,15828.6,15984.53,7247.34,115778357.84
1605186000.0,2020-11-12 01-PM,BTCUSDT,15885.47,16036.72,15820.77,15996.02,4051.46,64504324.84
1605182400.0,2020-11-12 12-PM,BTCUSDT,15762.55,15935.01,15747.14,15885.47,3911.49,62032005.47
1605178800.0,2020-11-12 11-AM,BTCUSDT,15704.9,15820.57,15600,15762.55,5320.0,83758135.47
1605175200.0,2020-11-12 10-AM,BTCUSDT,16048.99,16160.89,15670,15704.9,11260.06,179302290.98
1605171600.0,2020-11-12 09-AM,BTCUSDT,15791.53,16090.75,15790.74,16048.99,7081.92,113081528.43
1605168000.0,2020-11-12 08-AM,BTCUSDT,15862.75,15940,15788.88,15791.53,3456.69,54832791.62
1605164400.0,2020-11-12 07-AM,BTCUSDT,15791.17,15945,15762,15862.75,3528.31,55960739.32
1605160800.0,2020-11-12 06-AM,BTCUSDT,15747.94,15850,15727.71,15791.17,3064.98,48440072.0
1605157200.0,2020-11-12 05-AM,BTCUSDT,15661.38,15777.21,15649.01,15747.94,2415.54,37993604.9
1605153600.0,2020-11-12 04-AM,BTCUSDT,15628.14,15674,15591.54,15661.38,1299.9,20326220.74
1605150000.0,2020-11-12 03-AM,BTCUSDT,15616.49,15676.42,15601.85,15628.14,1751.85,27398870.97
1605146400.0,2020-11-12 02-AM,BTCUSDT,15639.84,15686.2,15591.4,15616.49,1994.78,31181989.03
1605142800.0,2020-11-12 01-AM,BTCUSDT,15609.36,15654.44,15577.71,15639.84,1885.75,29459404.87
1605139200.0,2020-11-12 12-AM,BTCUSDT,15684.24,15711.77,15440.64,15609.36,5995.64,93369682.36
1605135600.0,2020-11-11 11-PM,BTCUSDT,15781.86,15784.99,15672.64,15684.24,2208.82,34736170.92
1605132000.0,2020-11-11 10-PM,BTCUSDT,15813.63,15886,15771.33,15781.86,2209.84,34961517.9
1605128400.0,2020-11-11 09-PM,BTCUSDT,15713.09,15817.47,15625.96,15813.63,2591.75,40731174.86
1605124800.0,2020-11-11 08-PM,BTCUSDT,15807.58,15827.67,15576.04,15713.09,4318.75,67756530.61
1605121200.0,2020-11-11 07-PM,BTCUSDT,15811.66,15900.5,15702,15807.58,3007.68,47559540.56
1605117600.0,2020-11-11 06-PM,BTCUSDT,15865.48,15965,15733,15811.66,5652.83,89769460.59
1605114000.0,2020-11-11 05-PM,BTCUSDT,15756.43,15934.99,15734,15865.48,6340.28,100534533.63
1605110400.0,2020-11-11 04-PM,BTCUSDT,15667.27,15850,15639.21,15756.43,7804.26,122969958.12
1605106800.0,2020-11-11 03-PM,BTCUSDT,15636.49,15699,15587.92,15667.27,2640.97,41326338.97
1605103200.0,2020-11-11 02-PM,BTCUSDT,15557.85,15655,15477,15636.49,3183.46,49661924.76
1605099600.0,2020-11-11 01-PM,BTCUSDT,15620,15718.91,15539.66,15557.85,4725.0,73906694.85
1605096000.0,2020-11-11 12-PM,BTCUSDT,15574.48,15661.53,15527.1,15620,2996.4,46741117.6
1605092400.0,2020-11-11 11-AM,BTCUSDT,15590.79,15680,15500,15574.48,5768.07,90003959.19
1605088800.0,2020-11-11 10-AM,BTCUSDT,15426.99,15591.35,15424.48,15590.79,3558.21,55124542.84
1605085200.0,2020-11-11 09-AM,BTCUSDT,15396.66,15469,15382.93,15426.99,2679.28,41314049.04
1605081600.0,2020-11-11 08-AM,BTCUSDT,15400.51,15432.69,15363.37,15396.66,1701.18,26192005.53
1605078000.0,2020-11-11 07-AM,BTCUSDT,15359.49,15408.88,15351.15,15400.51,1518.3,23362576.38
1605074400.0,2020-11-11 06-AM,BTCUSDT,15374.25,15413.7,15346.93,15359.49,1333.27,20512120.26
1605070800.0,2020-11-11 05-AM,BTCUSDT,15366.38,15398.13,15323.23,15374.25,1313.15,20179123.57
1605067200.0,2020-11-11 04-AM,BTCUSDT,15401.9,15441.37,15322.02,15366.38,1666.14,25620704.33
1605063600.0,2020-11-11 03-AM,BTCUSDT,15387.16,15443.37,15362.26,15401.9,1796.28,27677993.24
1605060000.0,2020-11-11 02-AM,BTCUSDT,15433.4,15446.75,15333.33,15387.16,2360.37,36336754.36
1605056400.0,2020-11-11 01-AM,BTCUSDT,15474.63,15499.58,15379,15433.4,2631.1,40643360.92
1605052800.0,2020-11-11 12-AM,BTCUSDT,15297.21,15499,15272.68,15474.63,4464.35,68803343.33
1605049200.0,2020-11-10 11-PM,BTCUSDT,15369.54,15377.72,15266.06,15297.21,2084.73,31924754.11
1605045600.0,2020-11-10 10-PM,BTCUSDT,15371.6,15394,15312.43,15369.54,1413.15,21703547.39
1605042000.0,2020-11-10 09-PM,BTCUSDT,15280.63,15383.42,15279.44,15371.6,1743.35,26752074.79
1605038400.0,2020-11-10 08-PM,BTCUSDT,15297.94,15327,15260.17,15280.63,1559.01,23863427.51
1605034800.0,2020-11-10 07-PM,BTCUSDT,15266.23,15342,15257.53,15297.94,2215.26,33899064.83
1605031200.0,2020-11-10 06-PM,BTCUSDT,15309.29,15310.01,15184.39,15266.23,1952.79,29773555.35
1605027600.0,2020-11-10 05-PM,BTCUSDT,15243.7,15324.22,15233.86,15309.29,2073.79,31689103.6
1605024000.0,2020-11-10 04-PM,BTCUSDT,15167.49,15279.8,15111.2,15243.7,3056.98,46529091.77
1605020400.0,2020-11-10 03-PM,BTCUSDT,15219.11,15265.93,15072.46,15167.49,3994.3,60577094.87
1605016800.0,2020-11-10 02-PM,BTCUSDT,15306.83,15325,15132,15219.11,4017.37,61232090.94
1605013200.0,2020-11-10 01-PM,BTCUSDT,15287.61,15330,15179,15306.83,3371.0,51393461.99
1605009600.0,2020-11-10 12-PM,BTCUSDT,15279.24,15393.65,15213,15287.61,3484.42,53310596.35
1605006000.0,2020-11-10 11-AM,BTCUSDT,15305.14,15323.67,15155,15279.24,4014.34,61214714.46
1605002400.0,2020-11-10 10-AM,BTCUSDT,15383.84,15430,15302.58,15305.14,2365.38,36378608.11
1604998800.0,2020-11-10 09-AM,BTCUSDT,15371.37,15440,15367.4,15383.84,2253.77,34703101.01
1604995200.0,2020-11-10 08-AM,BTCUSDT,15274.74,15460,15261.01,15371.37,3795.22,58368926.02
1604991600.0,2020-11-10 07-AM,BTCUSDT,15275.82,15333.49,15250.47,15274.74,1981.5,30310310.95
1604988000.0,2020-11-10 06-AM,BTCUSDT,15357.92,15390.18,15247.21,15275.82,2558.92,39195536.27
1604984400.0,2020-11-10 05-AM,BTCUSDT,15387.5,15441.18,15308.21,15357.92,2178.82,33504778.58
1604980800.0,2020-11-10 04-AM,BTCUSDT,15334.91,15417.49,15323,15387.5,2118.01,32552726.42
1604977200.0,2020-11-10 03-AM,BTCUSDT,15339.14,15357.69,15254.21,15334.91,2201.81,33696002.16
